loss,train_acc,val_acc,test_acc
12.342748868600196,0.07047896558004006,0.06410489892551448,0.06553262688232013
12.270733477941567,0.0852759060280459,0.08814423602258241,0.07445621862799777
12.183302660306309,0.09938991076306683,0.1016208340921508,0.08519241494701617
12.174452955622463,0.11386814787834638,0.124021125478055,0.096207473508087
12.13049947309916,0.12930249499180477,0.1238390092879257,0.10945343000557725
12.067817579688821,0.139683117829175,0.137861955927882,0.11475181260457334
12.04790203347584,0.14154980877800036,0.14915315971589874,0.12102621305075292
12.052347739825969,0.15375159351666362,0.14751411400473502,0.13008923591745677
12.023222605428796,0.1579857949371699,0.14696776543434711,0.1279977691020636
12.045442753527935,0.16171917683482062,0.15844108541249316,0.13176240936977132
11.964591708078315,0.16445091968676015,0.16372245492624293,0.14026770775237032
12.01323782804609,0.16422327444909854,0.1593516663631397,0.13608477412158393
11.981402889675511,0.1707794572937534,0.17027863777089783,0.1517010596765198
12.010030835273477,0.17100710253141505,0.16554361682753596,0.14514779698828778
11.930010878952778,0.17328355490803132,0.17392096157348388,0.1420803123257111
11.987603490101899,0.17351120014569296,0.17264614824257876,0.14933073061907418
11.971990119834421,0.17615188490256783,0.15771262065197597,0.15407138873396542
11.936951490878045,0.17592423966490622,0.1680932434893462,0.15309537088678193
11.980425284753387,0.17405754871608087,0.18612274631214715,0.1526770775237033
11.92919845439554,0.17651611728282646,0.1821161901293025,0.1592303402119353
11.956118895711533,0.1794299763248953,0.16827535967947552,0.15769659788064697
12.011243094259887,0.17756328537606994,0.17337461300309598,0.15225878416062466
11.944465944580545,0.18257148060462575,0.175195774904389,0.15351366424986057
12.010080725486894,0.1817519577490439,0.18648697869240574,0.15518683770217512
11.985632133043719,0.1819796029867055,0.17956656346749225,0.1613218070273285
11.933585502766869,0.18225277727189948,0.17792751775632853,0.14933073061907418
11.957832494488246,0.18238936441449644,0.17319249681296667,0.16313441160066927
11.938719621742557,0.19063012201784738,0.1744673101438718,0.15741773563859454
11.933962774517934,0.18188854489164086,0.17920233108723366,0.16257668711656442
