loss,train_acc,val_acc,test_acc
6.340696981127195,0.09155891458750683,0.08486614460025496,0.09216397099832682
6.078596074285736,0.14815152067018758,0.14114004735020944,0.13943112102621305
5.988776179113576,0.19764159533782552,0.1963212529593881,0.1827941996653653
5.875340862025287,0.23397377526862137,0.23584046621744673,0.19436698271054098
5.774448862835442,0.2725824075760335,0.2622473137861956,0.23159509202453987
5.638239632512299,0.30495356037151705,0.2886541613549444,0.24707194645844952
5.542466934774302,0.3260335093789838,0.3128756146421417,0.26519799219185725
5.5943795291976715,0.3488890912402113,0.3381897650701147,0.2848577802565533
5.466549093505079,0.36860316882170824,0.3622291021671827,0.30507529280535417
5.441963713208194,0.3892733564013841,0.3795301402294664,0.31079196876742887
5.433399657897598,0.4047532325623748,0.37588781642688035,0.3237590630228667
5.412426571041613,0.4097158987433983,0.4002913859042069,0.32961517010596764
5.378812875123986,0.42209979967219086,0.4117647058823529,0.34202453987730064
5.314794975659123,0.43211619012930247,0.41923146967765434,0.3492749581706637
5.310448689769229,0.44236022582407575,0.42232744490985247,0.34802007808142776
5.233255085922706,0.4531050810417046,0.4327080677472227,0.348159509202454
5.264696104045576,0.4541977781824804,0.44163176106355856,0.36252091466815395
5.283104139765227,0.4592970315061009,0.4454562010562739,0.37116564417177916
5.2918867029627785,0.4691313057730832,0.44873429247860136,0.37311767986614613
5.258780714428227,0.46867601529776,0.45474412675286835,0.3679587283881762
5.202899861093848,0.47486796576215623,0.46293935530868696,0.37660345789180144
5.175871713960658,0.48055909670369695,0.47277362957566926,0.380228667038483
5.223754644320468,0.4764614824257877,0.46148242578765253,0.3825989960959286
5.185407046155027,0.4831087233655072,0.46239300673829903,0.3877579475738985
5.1412525939274,0.4846567109816063,0.4653068657803679,0.3869213608477412
5.209095847542494,0.4938080495356037,0.48461118193407393,0.3891522587841606
5.223667147892602,0.48497541431433255,0.47896558004006556,0.39263803680981596
5.220052980076678,0.4899836095428884,0.47750865051903113,0.39124372559955384
5.178863326107524,0.49317064287015117,0.48515753050446186,0.39821528165086445
5.191591837124315,0.49544709524676744,0.4751411400473502,0.39138315672058005
5.104561545967076,0.49030231287561465,0.4782371152795484,0.4060234244283324
5.168846544563578,0.49740484429065746,0.4915315971589874,0.4089514779698829
5.198384172516375,0.4959934438171553,0.4749590238572209,0.4097880646960402
5.160691188683346,0.49103077763613184,0.49116736477872885,0.4081148912437256
5.17026131201565,0.5000455290475323,0.4971771990529958,0.4088120468488567
5.0660971178802985,0.500136587142597,0.49317064287015117,0.4181539319576129
5.105816173033863,0.49795119286104533,0.48297213622291024,0.41648075850529837
5.13149977900716,0.4966308504826079,0.4973593152431251,0.410345789180145
5.1534971068342434,0.5005008195228556,0.49881624476415953,0.4159230340211935
5.14805509935031,0.5030959752321982,0.4935348752504098,0.4221974344673731
5.084917780644943,0.5093334547441267,0.4944454562010563,0.4209425543781372
5.169596864370109,0.5064651247495903,0.49918047714441816,0.42972671500278864
5.103616468370885,0.5090147514114005,0.502094336186487,0.42010596765197994
5.074576158620055,0.5063285376069933,0.4815152067018758,0.4220580033463469
5.089101290607755,0.5130668366417774,0.509925332362047,0.4187116564417178
5.10680779485273,0.5084684028410126,0.4884356219267893,0.42233686558839934
5.157249496565528,0.5097432161719176,0.5090147514114005,0.4185722253206916
5.132391531886776,0.5124749590238572,0.5004552904753232,0.4206636921360848
5.069245829274588,0.5039610271353123,0.49936259333454747,0.4244283324037925
5.09329380027056,0.513294481879439,0.4891640866873065,0.425404350250976
5.094711418141758,0.5107903842651612,0.494263340010927,0.4294478527607362
5.169903879722782,0.5090147514114005,0.5006374066654525,0.4336307863915226
5.143513816637349,0.5126570752139865,0.4891640866873065,0.43000557724484106
5.058231617476879,0.5070570023675105,0.5101074485521763,0.41759620747350806
5.120631385069791,0.5082862866508833,0.4933527590602805,0.42024539877300615
5.165089266018605,0.5114277909306137,0.4995447095246767,0.4228945900725042
5.09676342136532,0.5161172828264433,0.4971771990529958,0.42345231455660903
5.128926403643034,0.5117920233108724,0.49790566381351303,0.42150027886224206
5.067580178476847,0.5084684028410126,0.4971771990529958,0.4181539319576129
5.061201975023527,0.510198506647241,0.5000910580950646,0.4187116564417178
5.093414593206121,0.5081496995082863,0.490074667637953,0.4325153374233129
5.108846861853678,0.5107448552176288,0.5000910580950646,0.4315393195761294
5.149175812389212,0.5106993261700965,0.4973593152431251,0.4252649191299498
5.093838925809142,0.507967583318157,0.5050081952285558,0.4276352481873954
5.08862985634051,0.5054634857038791,0.49972682571480603,0.42498605688789737
5.056581972132975,0.5112456747404844,0.4986341285740302,0.42930842163971
5.13820258028188,0.5133855399745038,0.49918047714441816,0.4313998884551032
5.039572773460036,0.506146421416864,0.4964487342924786,0.42582264361405464
5.09065336589087,0.512019668548534,0.5010016390457112,0.4251254880089236
5.1457385866254155,0.5086505190311419,0.5013658714259698,0.4277746793084216
5.032211656435176,0.5138863594973593,0.5024585685667455,0.4351645287228109
5.0968727478385825,0.5101074485521763,0.49990894190493534,0.43098159509202455
