loss,train_acc,val_acc,test_acc
11.328631842882288,0.037515935166636316,0.037515935166636316,0.0501952035694367
10.877463216235064,0.05791294846111819,0.05536332179930796,0.07250418293363078
10.64387903397154,0.05814059369877982,0.057730832270988894,0.0673452314556609
9.986824024905033,0.04830631943179749,0.04826079038426516,0.05619074177356386
7.601696333464508,0.04129484611181934,0.037515935166636316,0.04182933630786392
6.104773995589528,0.039382626115461665,0.03314514660353306,0.03680981595092025
5.400906947722656,0.039701329448187946,0.03569477326534329,0.03555493586168433
5.0036242584478385,0.04134037515935167,0.036059005645601896,0.03457891801450084
4.726046801624105,0.04279730468038609,0.036787470406119106,0.03374233128834356
4.528985080880336,0.04393553086869423,0.03769805135676561,0.03179029559397657
4.383082848931297,0.04425423420142051,0.038244399927153526,0.0309537088678193
4.270959656031635,0.04457293753414678,0.038972864687670736,0.030395984383714447
4.180478637010392,0.044481879439082134,0.04006556182844655,0.03025655326268823
4.107811559989005,0.04461846658167911,0.039701329448187946,0.030814277746793083
4.048783814868435,0.04466399562921144,0.03933709706792934,0.031232571109871723
3.999929602669899,0.04429976324895283,0.03933709706792934,0.031232571109871723
3.958557809470251,0.04416317610635585,0.039701329448187946,0.031372002230897936
3.9230933300630135,0.04425423420142051,0.04006556182844655,0.03165086447295036
3.8921404677459273,0.04434529229648516,0.039701329448187946,0.032208588957055216
3.865180589295207,0.04429976324895283,0.03951921325805864,0.03179029559397657
3.840888843319219,0.044436350391549806,0.03988344563831725,0.03248745119910764
3.81883252728583,0.044390821344017485,0.040429794208705155,0.03262688232013385
3.7984191996381167,0.044390821344017485,0.03988344563831725,0.032208588957055216
3.779236702577073,0.04429976324895283,0.03988344563831725,0.03248745119910764
3.7616620730972765,0.04411764705882353,0.04006556182844655,0.03262688232013385
3.745955331034633,0.04402658896375888,0.04006556182844655,0.03318460680423871
3.731639415200287,0.04425423420142051,0.039701329448187946,0.03346346904629113
3.718236466668817,0.04416317610635585,0.039701329448187946,0.03346346904629113
3.7056603743679597,0.043981059916226556,0.03951921325805864,0.033602900167317346
3.6939477548198694,0.044072118011291204,0.03988344563831725,0.033602900167317346
3.682922627607523,0.04411764705882353,0.03951921325805864,0.033602900167317346
3.672511747189932,0.04420870515388818,0.03951921325805864,0.033602900167317346
3.6627411210020564,0.04429976324895283,0.03951921325805864,0.03374233128834356
3.6536313677484435,0.04425423420142051,0.03951921325805864,0.03388176240936977
3.6451988828693263,0.04429976324895283,0.03988344563831725,0.033602900167317346
3.637298448877706,0.04434529229648516,0.03951921325805864,0.033602900167317346
3.6298970661675267,0.04425423420142051,0.03915498087780003,0.03388176240936977
3.623041371467028,0.04425423420142051,0.03915498087780003,0.03374233128834356
